"doi","publication_date","title","financial_disclosure","grants","Id","grant_title"
"10.1371/journal.pgen.1002406","2011-12-08","A Comprehensive Analysis of Shared Loci between Systemic Lupus Erythematosus (SLE) and Sixteen Autoimmune Diseases Reveals Limited Genetic Overlap","Support for this study was provided by the NIH grants AR044804 (LAC), AR02175 (LAC), AR053308 (LAC), RR020143 (KLM), AR043247 (KLM, CDL), RR024130 (SAC), AR445650 (COJ), AR043814 (BPT), AI063274 (PMG), AR33062 (RPK), AR49084 (RPK, CDL), RR020143 (MEA-R), AR042460 (JBH), AI024717 (JBH), AR049084 (JBH), and AR062277 (JBH). Additional support was provided by the Alliance for Lupus Research as part of the International Consortium on Systemic Lupus Erythematosus Genetics (SLEGEN), grants 156395 (COJ) and 52104 (COJ, RZ), the Mary Kirkland Scholar Awards (JBH, LAC), U.S. Department of Veterans Affairs (JBH), Lupus Foundation of Minnesota (KLM), The Instituto de Salud Carlos III (PS09/00129) (MEA-R), arc project grant 17761 (TJV), Wellcome Trust programme grant 085492 (TJV), U.S. Public Health Service National Center for Research Resources grant M01 RR-000079 (LAC), Lupus Research Institute (BPT), and Center for Public Health Genomics at Wake Forest University Health Sciences (CDL). The funders had no role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript.","52104;17761;85492",85492,"Investigation of the lupus susceptibility gene, TNFSF4 (OX40L)."
"10.1371/journal.pgen.1002417","2011-12-15","A Novel Checkpoint and RPA Inhibitory Pathway Regulated by Rif1","This work was supported by a Wellcome Trust Career Development Fellowship (award no. 81164) (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","81164",81164,"A new approach to understand chromosomal instability: identification and characterization of DNA-damage cover-up proteins."
"10.1371/journal.pgen.1002499","2012-02-02","Raf1 Is a DCAF for the Rik1 DDB1-Like Protein and Has Separable Roles in siRNA Generation and Chromatin Modification","This research was supported by EMBO long-term fellowships to AB and FS, the Wellcome Trust (Senior Research Fellowship 084229/Z/07/Z to JR), and Principal Research Fellowship 065061/Z/01/A to RCA). The Centre for Cell Biology is supported by core funding from the Wellcome Trust (077707/Z/05/A and 092076/Z/10/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","84229;65061;77707;92076",84229,"Three-dimensional proteomics: Mapping the geometry of large protein assemblies using cross-linking, mass spectrometry, and bioinformatics."
"10.1371/journal.pgen.1002499","2012-02-02","Raf1 Is a DCAF for the Rik1 DDB1-Like Protein and Has Separable Roles in siRNA Generation and Chromatin Modification","This research was supported by EMBO long-term fellowships to AB and FS, the Wellcome Trust (Senior Research Fellowship 084229/Z/07/Z to JR), and Principal Research Fellowship 065061/Z/01/A to RCA). The Centre for Cell Biology is supported by core funding from the Wellcome Trust (077707/Z/05/A and 092076/Z/10/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","84229;65061;77707;92076",65061,"Linking RNA interference, silent chromatin formation and kinetochore assembly."
"10.1371/journal.pgen.1002499","2012-02-02","Raf1 Is a DCAF for the Rik1 DDB1-Like Protein and Has Separable Roles in siRNA Generation and Chromatin Modification","This research was supported by EMBO long-term fellowships to AB and FS, the Wellcome Trust (Senior Research Fellowship 084229/Z/07/Z to JR), and Principal Research Fellowship 065061/Z/01/A to RCA). The Centre for Cell Biology is supported by core funding from the Wellcome Trust (077707/Z/05/A and 092076/Z/10/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","84229;65061;77707;92076",77707,"Core support for Wellcome Trust Centre for Cell Biology."
"10.1371/journal.pgen.1002499","2012-02-02","Raf1 Is a DCAF for the Rik1 DDB1-Like Protein and Has Separable Roles in siRNA Generation and Chromatin Modification","This research was supported by EMBO long-term fellowships to AB and FS, the Wellcome Trust (Senior Research Fellowship 084229/Z/07/Z to JR), and Principal Research Fellowship 065061/Z/01/A to RCA). The Centre for Cell Biology is supported by core funding from the Wellcome Trust (077707/Z/05/A and 092076/Z/10/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","84229;65061;77707;92076",92076,"Core funding renewal for the Wellcome Trust Centre for Cell Biology ."
"10.1371/journal.pgen.1002504","2012-03-01","Genomic Tools for Evolution and Conservation in the Chimpanzee: Pan troglodytes ellioti Is a Genetically Distinct Population","The work was supported in part by a Wellcome Trust Strategic Award, Wellcome Trust Core Award Grant ref. 075491/Z/04/B, and Wellcome Trust WTCCC2 award ref. 084575/Z/08/Z. PD is funded by Wellcome Trust Core Award Grant ref. 090532/Z/09/Z and is supported in part by a Wolfson Royal Society Merit Award. TSM was supported by an MRC Studentship. NIM was supported by the Leverhulme Trust. REB is supported by the NHS NIHR Oxford Biomedical Research Centre and UKCRC (MRC UK Ref G0800778 and Wellcome Trust Ref. 087646/2/08/2). GH was supported in part by Polygene grant LSHC-CT-2005-018827. Part of this work has been supported by EUPRIM-Net under the EU contract RII3-026155 of the 6th Framework Programme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","75491;84575;90532;87646;18827;26155",90532,"Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pgen.1002504","2012-03-01","Genomic Tools for Evolution and Conservation in the Chimpanzee: Pan troglodytes ellioti Is a Genetically Distinct Population","The work was supported in part by a Wellcome Trust Strategic Award, Wellcome Trust Core Award Grant ref. 075491/Z/04/B, and Wellcome Trust WTCCC2 award ref. 084575/Z/08/Z. PD is funded by Wellcome Trust Core Award Grant ref. 090532/Z/09/Z and is supported in part by a Wolfson Royal Society Merit Award. TSM was supported by an MRC Studentship. NIM was supported by the Leverhulme Trust. REB is supported by the NHS NIHR Oxford Biomedical Research Centre and UKCRC (MRC UK Ref G0800778 and Wellcome Trust Ref. 087646/2/08/2). GH was supported in part by Polygene grant LSHC-CT-2005-018827. Part of this work has been supported by EUPRIM-Net under the EU contract RII3-026155 of the 6th Framework Programme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","75491;84575;90532;87646;18827;26155",87646,"Modernising Medical Microbiology: Establishing how new technologies can be optimally integrated into microbiology."
"10.1371/journal.pgen.1002505","2012-02-23","Coexpression Network Analysis in Abdominal and Gluteal Adipose Tissue Reveals Regulatory Genetic Loci for Metabolic Syndrome and Related Phenotypes","This work was supported by the European Community's Sixth Framework Programme, MolPAGE Consortium (LSHG-CT-2004-512066), and the Wellcome Trust [090532/Z/09/Z]. CML and KTZ are supported by Wellcome Trust Career Development Awards [086596/Z/08/Z] and [085235/Z/08/Z]. MIM, TDS, and CCH acknowledge funding from the Wellcome Trust. TwinsUK receives funding from the Wellcome Trust and the NIHR/NHS via a BRC grant to Guy's and St Thomas Hospitals and King's College London. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","90532;86596;85235",90532,"Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pgen.1002505","2012-02-23","Coexpression Network Analysis in Abdominal and Gluteal Adipose Tissue Reveals Regulatory Genetic Loci for Metabolic Syndrome and Related Phenotypes","This work was supported by the European Community's Sixth Framework Programme, MolPAGE Consortium (LSHG-CT-2004-512066), and the Wellcome Trust [090532/Z/09/Z]. CML and KTZ are supported by Wellcome Trust Career Development Awards [086596/Z/08/Z] and [085235/Z/08/Z]. MIM, TDS, and CCH acknowledge funding from the Wellcome Trust. TwinsUK receives funding from the Wellcome Trust and the NIHR/NHS via a BRC grant to Guy's and St Thomas Hospitals and King's College London. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","90532;86596;85235",85235,"Genetic and Molecular Epidemiology of Endometriosis."
"10.1371/journal.pgen.1002607","2012-03-29","Novel Loci for Adiponectin Levels and Their Influence on Type 2 Diabetes and Metabolic Traits: A Multi-Ethnic Meta-Analysis of 45,891 Individuals","Baltimore Longitudinal Study of Aging (BLSA): The BLSA was supported in part by the Intramural Research Program of the NIH, National Institute on Aging. A portion of that support was through an R&D contract with MedStar Research Institute. Erasmus Rucphen Family (ERF). The ERF study was supported by grants from The Netherlands Organisation for Scientific Research, Erasmus MC and the Centre for Medical Systems Biology (CMSB), and the European Network for Genetic and Genomic Epidemiology (ENGAGE) consortium. Invecchaire in Chianti (InCHIANTI). JRB Perry is a Sir Henry Wellcome Postdoctoral Research Fellow (092447/Z/10/Z). Framingham Heart Study (FHS): This research was conducted in part using data and resources from the Framingham Heart Study of the National Heart Lung and Blood Institute of the National Institutes of Health and Boston University School of Medicine. The analyses reflect intellectual input and resource development from the Framingham Heart Study investigators participating in the SNP Health Association Resource (SHARe) project. This work was partially supported by the National Heart, Lung, and Blood Institute's Framingham Heart Study (Contract No. N01-HC-25195) and its contract with Affymetrix, Inc for genotyping services (Contract No. N02-HL-6-4278). A portion of this research utilized the Linux Cluster for Genetic Analysis (LinGA-II) funded by the Robert Dawson Evans Endowment of the Department of Medicine at Boston University School of Medicine and Boston Medical Center. The Collaborative Health Research in the Region of Augsburg (KORA F3): This study was partially funded by the “Tiroler Wissenschaftsfonds” (Project UNI-0407/29) and by the “Genomics of Lipid-associated Disorders – GOLD” of the “Austrian Genome Research Programme GEN-AU” to F Kronenberg. The MONICA/KORA Augsburg cohort study was financed by the Helmholtz Zentrum München. It was further funded by the NIH subcontract from the Children's Hospital, Boston, US, (H-E Wichmann and IM Heid, prime grant 1 R01 DK075787-01A1 to JN Hirschhorn) and the German National Genome Research Net NGFN2 and NGFNplus (H-E Wichmann 01GS0823). TwinsUK: Study was funded by the Wellcome Trust, European Commission Framework (FP7/2007–2013), ENGAGE project HEALTH-F4-2007-201413, and the FP5 GenomEUtwin Project (QLG2-CT-2002-01254). It also receives support from the Arthritis Research Campaign, Chronic Disease Research Foundation, the National Institute for Health Research (NIHR) comprehensive Biomedical Research Centre award to Guy's and St Thomas' NHS Foundation Trust in partnership with King's College London, and a Biotechnology and Biological Sciences Research Council project grant (G20234). Cardiovascular Health Study (CHS): The CHS research reported in this article was supported by contract numbers N01-HC-85079 through N01-HC-85086, N01-HC-35129, N01 HC-15103, N01 HC-55222, N01-HC-75150, N01-HC-45133, grant numbers U01 HL080295 and R01 HL087652, HL105756, and HL094555 from the National Heart, Lung, and Blood Institute, with additional contribution from the National Institute of Neurological Disorders and Stroke. A full list of principal CHS investigators and institutions can be found at http://www.chs-nhlbi.org/pi.htm. DNA handling and genotyping was supported in part by National Center for Research Resources grant M01-RR00425 to the Cedars-Sinai General Clinical Research Center Genotyping core and National Institute of Diabetes and Digestive and Kidney Diseases grant DK063491 to the Southern California Diabetes Endocrinology Research Center, NHLBI R01-HL085251. Helsinki Birth Cohort Study (HBCS): HBCS has been supported by grants from Academy of Finland (project numbers 114382, 126775, 127437, 129255, 129306, 130326, 209072, 210595, 213225, 216374), Finnish Diabetes Research Society, Finnish Foundation for Pediatric Research, Samfundet Folkhälsan, Juho Vainio Foundation, Novo Nordisk Foundation, Finska Läkaresällskapet, Päivikki and Sakari Sohlberg Foundation, Signe and Ane Gyllenberg Foundation, and Yrjö Jahnsson Foundation. DILGOM survey was funded by the Finnish Academy, grant number 118065. Cardiovascular Risk in Young Finns (YFS): The Young Finns Study has been financially supported by the Academy of Finland: grants 126925, 121584, 124282, 129378 (Salve), 117787 (Gendi), and 41071 (Skidi), the Social Insurance Institution of Finland, Kuopio, Tampere and Turku University Hospital Medical Funds, Juho Vainio Foundation, Paavo Nurmi Foundation, Finnish Foundation of Cardiovascular Research (T.L., OT.R), Tampere Tuberculosis Foundation (Te.Le., Mik, Kä), the Emil Aaltonen Foundation (T.L.) and Finnish Cultural Foundation. The expert technical assistance in the statistical analyses by Irina Lisinen and Ville Aalto are gratefully acknowledged. Dietary, Lifestyle, and Genetic determinants of Obesity and Metabolic syndrome (DILGOM): K Kristiansson was supported by the Orion-Farmos Research Foundation and the Academy of Finland (grant no. 125973). M Perola and V Salomaa were supported by the Finnish Foundation for Cardiovascular Research, the Sigrid Jusélius Foundation, and the Academy of Finland (grants 129322, 129494 and 139635). JG Eriksson was supported by the Academy of Finland (grants 126775, 129255, 129907, and 135072). Fenland study: The Fenland Study is funded by the Wellcome Trust and the Medical Research Council, as well as by the Support for Science Funding programme and CamStrad. We are grateful to all the volunteers for their time and help, and to the General Practitioners and practice staff for help with recruitment. We thank the Fenland Study co-ordination team and the Field Epidemiology team of the MRC Epidemiology Unit for recruitment and clinical testing. Multiethnic Study of Atherosclerosis (MESA): The MESA project is conducted and supported by the National Heart, Lung, and Blood Institute (NHLBI) in collaboration with MESA investigators. Support is provided by grants and contracts N01 HC-95159, N01-HC-95160, N01-HC-95161, N01-HC-95162, N01-HC-95163, N01-HC-95164, N01-HC-95165, N01-HC-95166, N01-HC-95167, N01-HC-95168, N01-HC-95169, and RR-024156. Funding for CARe genotyping was provided by NHLBI Contract N01-HC-65226. Jackson Heart Study (JHS): The Jackson Heart Study is supported by the National Heart, Lung, and Blood Institute, through contracts with Jackson State University (N01-HC-95170), the University of Mississippi Medical Center (N01-HC-95171), and Tougaloo College (N01-HC-95172). Adiponectin measurements used in the current study were funded by PHS Award UL1 RR025008 from the Clinical and Translational Science Award program, National Institutes of Health, National Center for Research Resources (NCRR). Health ABC: This research was supported by NIA contracts N01AG62101, N01AG62103, and N01AG62106. The genome-wide association study was funded by NIA grant 1R01AG032098-01A1 to Wake Forest University Health Sciences and genotyping services were provided by the Center for Inherited Disease Research (CIDR). CIDR is fully funded through a federal contract from the National Institutes of Health to The Johns Hopkins University, contract number HHSN268200782096C. This research was supported in part by the Intramural Research Program of the NIH, National Institute on Aging. Genetics, Arthrosis , and Progression) study (GARP): This study was supported the Leiden University Medical Centre and the Dutch Arthritis Association. Pfizer, Groton, CT, USA supported the inclusion of the GARP study. The genotypic work was supported by the Netherlands Organization of Scientific Research (MW 904-61-095, 911-03-016, 917 66344 and 911-03-012), Leiden University Medical Centre and the Centre of Medical System Biology and Netherlands Consortium for Healthy Aging both in the framework of the Netherlands Genomics Initiative (NGI). The adiponectin measurements were supported by TI-Pharma. Atherosclerosis Risk in Communities (ARIC): The Atherosclerosis Risk in Communities Study is carried out as a collaborative study supported by National Heart, Lung, and Blood Institute contracts N01-HC-55015, N01-HC-55016, N01-HC-55018, N01-HC-55019, N01-HC-55020, N01-HC-55021, N01-HC-55022, R01HL087641, R01HL59367, R01HL086694, and RC2 HL102419; National Human Genome Research Institute contract U01HG004402; National Institutes of Health contract HHSN268200625226C; and National Institute of Diabetes and Digestive and Kidney Diseases R01DK056918. Infrastructure was partly supported by Grant Number UL1RR025005,a component of the National Institutes of Health and NIH Roadmap for Medical Research. Salzburg Atherosclerosis Prevention Program in subjects at High Individual Risk (SHAPIR): Part of this work was funded by the “Genomics of Lipid-associated Disorders” (GOLD) of the “Austrian Genome Research Programme” (GEN-AU) to Florian Kronenberg, and grants from the “Medizinische Forschungsgesellschaft Salzburg” and the “Kamillo Eisner Stiftung” (Switzerland) to Bernhard Paulweber. THISEAS: The genotyping of the THISEAS study was funded by the Wellcome Trust. The recruitment was partially supported by the General Secretary of Research and Technology (PENED 03<EPSILON><DELTA>474). We are grateful to all the volunteers for their time and help, the medical staff of the hospitals and the field investigators, Eirini Theodoraki, Maria Dimitriou and Kathy Stirrups for her assistance in the genotyping. Cebu Longitudinal Health and Nutrition Survey (CLHNS): We thank the Office of Population Studies Foundation research and data collection teams and the study participants who generously provided their time for this study. This work was supported by National Institutes of Health grants DK078150,
TW05596, HL085144, RR20649, ES10126, and DK56350. Coordinating Centre: McGill University. This work was supported by grants from the Canadian Foundation for Innovation, the Canadian Institutes of Health Research (CIHR), Fonds de la recherche en santé du Québec, the Lady Davis Institute, the Ministère du Développement économique, de l'Innovation et de l'Exportation du Québec and the Jewish General Hospital. JB Richards and Z Dastani are supported by the CIHR. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","92447;25195;85079;85086;35129;15103;55222;75150;45133;41071;95159;95160;95161;95162;95163;95164;95165;95166;95167;95168;95169;24156;65226;95170;95171;95172;66344;55015;55016;55018;55019;55020;55021;55022",92447,"Identifying low frequency and rare genetic variation involved in type 2 diabetes using next generation sequencing data."
