"","id","publication_date","financial_disclosure","title"
"1937","10.1371/journal.pone.0023182","2011-08-17T00:00:00Z","This work was supported by grants from The Wellcome Trust (www.wellcome.ac.uk, grant code 084730), the United Kingdom Medical Research Council (www.mrc.ac.uk, grant code G0400126), UCLH CRDC (www.uclhcharity.org.uk, grant code F136), The National Institute for Health Research (www.nihr.ac.uk, grant code 08-08-SCC), the Epilepsy Society (www.epilepsysociety.org.uk), the Arthur James Paterson Charitable Trust and the Special Trustees of Great Ormond Street Hospital. This work was partly undertaken at UCLH/UCL, which received a proportion of funding from the Department of Health's NIHR Biomedical Research Centres funding scheme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Uncovering Genomic Causes of Co-Morbidity in Epilepsy: Gene-Driven Phenotypic Characterization of Rare Microdeletions"
"1938","10.1371/journal.pone.0019292","2011-04-29T00:00:00Z","SAB, KMB, NW, and FMW were supported by Cancer Research UK (http://www.cancerresearchuk.org). LH was supported by the following grants: Swiss national foundation PBBSB-108681, the Freiwillige Akademische Gesellschaft and the Margarete und Walter Lichtenstein Stiftung. KMB was supported by EuroStemCell (http://www.eurostemcell.org/). KM is an MRC Clinical Training Fellow (http://www.mrc.ac.uk/index.htm). SMJ is a Wellcome Senior Fellow in Clinical Science (WT091730MA)(http://www.wellcome.ac.uk/). This work was partially undertaken at UCLH/UCL who received a proportion of funding from the Department of Health's NIHR Biomedical Research Centre's funding scheme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Rac1 Deletion Causes Thymic Atrophy"
"1939","10.1371/journal.pone.0072222","2013-09-03T00:00:00Z","This work was supported by a research grant from University of Phayao, Thailand (http://www.up.ac.th/). FH was funded by the Odo van Vloten Foundation, the Netherlands. WH was granted by the National Natural Science Foundation of China (no. 31270180) and the National Basic Research Program of China (no. 2013CB531606). MCF was granted by the Wellcome Trust (http://www.wellcome.ac.uk/) and the Biotechnology and Biological Sciences Research Council, grant number BB/D52637X/1 (www.bbsrc.ac.uk). TB and SJT were supported by a grant from the Qatar National Research Fund, grant number NPRP 5-298-3-086. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Geographically Structured Populations of Cryptococcus neoformans Variety grubii in Asia Correlate with HIV Status and Show a Clonal Population Structure"
"1940","10.1371/journal.pone.0033346","2012-03-30T00:00:00Z","This work was supported by a Wellcome Trust Programme Grant to JCS (www.wellcome.ac.uk); MRC core support to JCS (www.nimr.mrc.ac.uk); a Fundação para a Ciência e a Tecnologia fellowship (www.fct.pt) to TF; an MRC Career Development Award (www.mrc.ac.uk) and a Lister Institute Research Prize (www.lister-institute.org.uk) to FCW; an MRC Programme grant (www.mrc.ac.uk) and an EU/PluriSys (plurisys.biotalentum.eu/) grant to RAP; a Diabetes/UK-MRC Career Development Fellowship to LV (diabetes.org.uk); and by the Cambridge NIHR Biomedical Research Centre (RAP and LV). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Genomic Targets of Brachyury (T) in Differentiating Mouse Embryonic Stem Cells"
"1941","10.1371/journal.pntd.0002500","2013-10-17T00:00:00Z","GCKWK received unrestricted funding for this project from the Wellcome Trust of Great Britain (086532/Z/08/Z, www.wellcome.ac.uk). WJW and TvdP received funding from The Netherlands Organisation for Scientific Research (NOW, www.nwo.nl) and The Netherlands Organisation for Health Research and Development (ZonMw, www.zonmw.nl). TvdP also received funding from the AMC Research Council, BEGETU, the European Union, de Landsteiner Stichting voor Bloedtransfusie Research and de Nederlands Astma Fonds. LMK received funding from the Netherlands Organisation for Health Research and Development (ZonMw grant number 92003504, www.zonmw.nl) and the Stichting BeGeTu. SJP received funding from the National Institutes of Health Cambridge Biomedical Research Center, Health Protection Agency (UK), and the UK Clinical Research Collaboration. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Glyburide Reduces Bacterial Dissemination in a Mouse Model of Melioidosis"
"1942","10.1371/journal.pone.0030096","2012-01-10T00:00:00Z","This work was supported by a Research into Ageing PhD studentship to KB (reference: 302, http://www.ageuk.org.uk/). The Caerphilly Prospective Study was undertaken by the former Medical Research Council Epidemiology Unit (South Wales), and the School of Social and Community Medicine, University of Bristol, acts as the data custodian. CaPS phase V was funded by the Alzheimer's Society (http://alzheimers.org.uk/). The Boyd Orr cohort has received funding from the Medical Research Council, the World Cancer Research Fund, Research into Ageing, United Kingdom Survivors, the Economic and Social Research Council, the Wellcome Trust, and the British Heart Foundation. The Boyd Orr follow-up clinics in 2002 were funded within a Wellcome Research Training Fellowship in Clinical Epidemiology to RMM (grant number GR063779FR). DG is a National Institute for Health Research Senior Investigator. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Associations of Insulin and Insulin-Like Growth Factors with Physical Performance in Old Age in the Boyd Orr and Caerphilly Studies"
"1943","10.1371/journal.pone.0015227","2010-12-08T00:00:00Z","This work was supported by grants to LAF from the Spanish Ministry of Science and Innovation (MICINN) (BIO2008-05201). ABT is a holder of a PhD fellowship from the FPI Program of the Spanish MICINN (http://www.micinn.es/portal/site/MICINN/), Autonomous Community of Madrid (S-BIO-236-2006) (http://www.madrimasd.org/), and the VI Framework Program from the European Union (FP6-LSHB-CT-2005-512061 NoE “EuroPathogenomics”) (http://www.noe-epg.uni-wuerzburg.de/). GF is supported by the Wellcome Trust (http://www.wellcome.ac.uk/). This work was partially supported by a Royal Society-CSIC joint grant to GF and LAF (2004GB0017). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Direct Injection of Functional Single-Domain Antibodies from E. coli into Human Cells"
"1944","10.1371/journal.pone.0031911","2012-03-15T00:00:00Z","This work was partly funded by the Commonwealth Scholarship Commission (http://cscuk.dfid.gov.uk/) awarded to MB, partly by the Department for Environment, Food and Rural Affairs (Defra)(SE2617) awarded to SM, partly by the Wellcome BTV Programme grant (http://www.wellcome.ac.uk/) awarded to KN. NSM, PCM and HA were involved in this work, funded by the Biotechnology and Biological Sciences Research Council (BBSRC), the European Union (EU) (SANCO/940/2002) and Defra. IP and RL were part of this work, funded by CSIRO & Dept of Agriculture, Fisheries and Forestry, Australian Government. PK was funded by NSW Department of Primary Industries. No additional external funding received for this study. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Full Genome Sequencing and Genetic Characterization of Eubenangee Viruses Identify Pata Virus as a Distinct Species within the Genus Orbivirus"
"1945","10.1371/journal.pntd.0000745","2010-07-13T00:00:00Z","Start-up and scale-up of Southern Sudan's national programme for integrated NTD control is largely funded by the United States Agency for International Development, through RTI International. Specific operational research components are being funded by COMDIS, a research programme consortium led by the University of Leeds (http://www.comdis.org). These funders did not support the present cost analysis and hence had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. The cost associated with the staff time required to conduct the present work was covered by Malaria Consortium, the MoH-GoSS, the London School of Hygiene and Tropical Medicine or the Kenya Medical Research Institute-Wellcome Trust Research Programme, depending on the affiliation of the authors. SB is supported by a Research Career Development Fellowship (081673) from the Wellcome Trust.","Integrated Surveys of Neglected Tropical Diseases in Southern Sudan: How Much Do They Cost and Can They Be Refined?"
"1946","10.1371/journal.pone.0011577","2010-07-21T00:00:00Z","TC was supported by a Wellcome Trust post-doctoral fellowship and an ANR grant (SCAD # ANR-09-BLAN-0405-02). SJB is supported by a Royal Society Research Fellowship. CDF is supported by the Wellcome Trust and the Danish National Research Foundation. PD, VG, SM, GR, MAU, and MZ were supported by the European Union grant NEUROBOTICS. VG was also supported by the EU grants NESTCOM and DISCOS. MZ was partially supported by the ASMeW Priority Research C Grant #11, and by the JSPS Grant-in-aid for Scientific Research #19700389. Partial support was provided by a Grant-in-Aid for the WABOT-HOUSE Project by Gifu Prefecture and by Waseda University Grant for Special Research Projects (No. 266740). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Brain Response to a Humanoid Robot in Areas Implicated in the Perception of Human Emotional Gestures"
"1947","10.1371/journal.pone.0011539","2010-07-12T00:00:00Z","Carol Camlin was supported by a National Institute of Mental Health (NIMH) National Research Service Fellowship (T32-19105-20) during the preparation of this manuscript. The Africa Centre for Health and Population Studies, University of KwaZulu-Natal (UKZN) is a Wellcome Trust research centre (Grant GR082384/Z/07/Z). Victoria Hosegood was supported by the Wellcome Trust (WT082599MA), as was Nuala McGrath (WT083495MA). Till Bärnighausen was supported by Grant 1R01-HD058482-01 from the National Institute of Child Health and Human Development (NICHD). The following University of Michigan institutions provided funding to Dr. Camlin for this dissertation research: The Rackham School of Graduate Studies, the Center for the Education of Women, the Center for Comparative and International Studies, the International Institute, the Alumni/Alumnae Council, the South African Initiatives Office, the Global Health Research and Training Initiative, and the Institute for Research on Women and Gender. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Gender, Migration and HIV in Rural KwaZulu-Natal, South Africa"
